name,typeString,addressLineOne,addressLineTwo,city,state,zipFive,zipFour,county,isPoBoxLocation,phone,drivingDirectionsLink,grantNumber,delegateNumber,programName,programAddressLineOne,programAddressLineTwo,programCity,programState,programZipFive,programZipFour,programCounty,programPhone,programRegistrationPhone,latitude,longitude
Chicago Youth Centers-First Step,,6401 S Ashland Ave,,Chicago,IL,60636,2716,Cook County,,(773) 434-3100,,05CH012050,1,Chicago Youth Centers,218 S Wabash Ave,Ste 600,Chicago,IL,60604,2314,Cook County,(773) 434-3100,(312)913-1700 - 425,41.7775,-87.6639
Chicago Youth Centers-Graham Crackers,,10650 S Michigan Ave,,Chicago,IL,60628,2708,Cook County,,(773) 468-1128,,05CH012050,1,Chicago Youth Centers,218 S Wabash Ave,Ste 600,Chicago,IL,60604,2314,Cook County,(773) 468-1128,(312)913-1700 - 425,41.7002,-87.6209
Chicago Youth Centers-Sidney Epstein Center,,3415 W 13th Pl,,Chicago,IL,60623,1615,Cook County,,(773) 762-5655,,05CH012050,1,Chicago Youth Centers,218 S Wabash Ave,Ste 600,Chicago,IL,60604,2314,Cook County,(773) 762-5655,(312)913-1700 - 425,41.8638,-87.7111
Chicago Youth Centers-Graham Crackers II,,1 E 113th St,,Chicago,IL,60628,4915,Cook County,,(773) 568-7611,,05CH012050,1,Chicago Youth Centers,218 S Wabash Ave,Ste 600,Chicago,IL,60604,2314,Cook County,(773) 568-7611,(312)913-1700 - 425,41.6889,-87.6228
Chicago Youth Centers-Centro Nuestro,,3222 W Division St,,Chicago,IL,60651,2405,Cook County,,(773) 489-3157,,05CH012050,1,Chicago Youth Centers,218 S Wabash Ave,Ste 600,Chicago,IL,60604,2314,Cook County,(773) 489-3157,(312)913-1700 - 425,41.903,-87.708
Chicago Youth Centers-Dorothy Gautreaux,,975 E 132nd St,,Chicago,IL,60827,1463,Cook County,,(773) 291-1000,,05CH012050,1,Chicago Youth Centers,218 S Wabash Ave,Ste 600,Chicago,IL,60604,2314,Cook County,(773) 291-1000,(312)913-1700 - 425,41.6556,-87.5974
Campus Preschool,,777 Elsbree St,,Fall River,MA,2720,7307,Bristol County,,(1) 508-2151,,01CH011985,0,"Citizens For Citizens, Inc.",264 Griffin St,,Fall River,MA,2724,2702,Bristol County,(1) 508-2151,(508)675-2151 - 205,41.7201,-71.1197
Salvation Army - Creative Little Ones,,2809 W 59th St,,Chicago,IL,60629,2245,Cook County,,(773) 476-2562,,05CH012050,4,Salvation Army,845 W 69th St, ,Chicago,IL,60621,1709,Cook County,(773) 476-2562,(773)382-4701,41.7864,-87.6939
Salvation Army - Temple,,1 N Ogden Ave,,Chicago,IL,60607,1813,Cook County,,(312) 492-6803,,05CH012050,4,Salvation Army,845 W 69th St, ,Chicago,IL,60621,1709,Cook County,(312) 492-6803,(773)382-4701,41.8815,-87.6661
Salvation Army - New Hope,,4255 W Division St,,Chicago,IL,60651,1702,Cook County,,(773) 772-4908,,05CH012050,4,Salvation Army,845 W 69th St, ,Chicago,IL,60621,1709,Cook County,(773) 772-4908,(773)382-4701,41.9025,-87.7335
Salvation Army - Red Shield,,945 W 69th St,,Chicago,IL,60621,1737,Cook County,,(773) 358-3224,,05CH012050,4,Salvation Army,845 W 69th St, ,Chicago,IL,60621,1709,Cook County,(773) 358-3224,(773)382-4701,41.7688,-87.6487
"Trinity United Church Of Christ Child Care Centers, Inc-Dr. Deton J. Brooks Child Development Center",,6921 S Stony Island Ave,,Chicago,IL,60649,1425,Cook County,,(773) 966-1603,,05CH012050,5,"Trinity United Church of Christ Child Care Centers, Inc.",1947 W 95th St, ,Chicago,IL,60643,1105,Cook County,(773) 966-1603,(773)966-1517,41.7692,-87.5859
"Trinity United Church Of Christ Child Care Centers, Inc-Rev. Dr. Jeremiah A. Wright Jr. Early Care and Learning Center",,532 W 95th St,,Chicago,IL,60628,1122,Cook County,,(773) 966-1503,,05CH012050,5,"Trinity United Church of Christ Child Care Centers, Inc.",1947 W 95th St, ,Chicago,IL,60643,1105,Cook County,(773) 966-1503,(773)966-1517,41.7218,-87.6379
Christopher House-Logan Square,,3255 W Altgeld St,,Chicago,IL,60647,2566,Cook County,,(773) 235-4073,,05CH012050,9,Christopher House,1611 W Division St, ,Chicago,IL,60622,1201,Cook County,(773) 235-4073,(773)922-7544,41.9263,-87.7098
Christopher House-Belmont Cragin,,5235 W Belden St,,Chicago,IL,60639,3001,Cook County,,(773) 922-7500,,05CH012050,9,Christopher House,1611 W Division St, ,Chicago,IL,60622,1201,Cook County,(773) 922-7500,(773)922-7544,41.9221,-87.7578
Christopher House-Uptown,,4701 N Winthrop Ave,,Chicago,IL,60640,5033,Cook County,,(773) 769-4540,,05CH012050,9,Christopher House,1611 W Division St, ,Chicago,IL,60622,1201,Cook County,(773) 769-4540,(773)922-7544,41.9675,-87.6572
El Valor Corporation-Guadalupe Reyes Children & Family Center,,1951 W 19th St,,Chicago,IL,60608,2647,Cook County,,(312) 997-2021,,05CH012050,15,El Valor Corporation,1850 W 21st St, ,Chicago,IL,60608,2715,Cook County,(312) 997-2021,(312)666-4511,41.8556,-87.6753
El Valor Corporation-Kiddy Kare Preschool,,4401 S Kedzie Ave,,Chicago,IL,60632,2814,Cook County,,(773) 247-6642,,05CH012050,15,El Valor Corporation,1850 W 21st St, ,Chicago,IL,60608,2715,Cook County,(773) 247-6642,(312)666-4511,41.8135,-87.7038
El Valor Corporation-Centro Infantil (Puerto Rican Community Center),,1345 N Rockwell St,,Chicago,IL,60622,2865,Cook County,,(773) 342-8866,,05CH012050,15,El Valor Corporation,1850 W 21st St, ,Chicago,IL,60608,2715,Cook County,(773) 342-8866,(312)666-4511,41.9062,-87.6916
El Valor Corporation-Young Scholars Dev. Ins.,,3038 W 59th St,,Chicago,IL,60629,2542,Cook County,,(773) 918-1944,,05CH012050,15,El Valor Corporation,1850 W 21st St, ,Chicago,IL,60608,2715,Cook County,(773) 918-1944,(312)666-4511,41.7866,-87.7001
El Valor Corporation-Carlos Cantu,,2434 S Kildare Ave,,Chicago,IL,60623,3356,Cook County,,(773) 242-2700,,05CH012050,15,El Valor Corporation,1850 W 21st St, ,Chicago,IL,60608,2715,Cook County,(773) 242-2700,(312)666-4511,41.8466,-87.7314
El Valor Corporation-Kidz Colony Day Care,,6287 S Archer Ave,,Chicago,IL,60638,2547,Cook County,,(773) 767-8522,,05CH012050,15,El Valor Corporation,1850 W 21st St, ,Chicago,IL,60608,2715,Cook County,(773) 767-8522,(312)666-4511,41.7931,-87.7779
El Valor Corporation-Teddy Bear 1,,2649 W 51st St,,Chicago,IL,60632,1559,Cook County,,(773) 476-0700,,05CH012050,15,El Valor Corporation,1850 W 21st St, ,Chicago,IL,60608,2715,Cook County,(773) 476-0700,(312)666-4511,41.8008,-87.691
El Valor Corporation-Rey Gonzalez Children & Family Center,,3050 E 92nd St,,Chicago,IL,60617,4602,Cook County,,(773) 721-9311,,05CH012050,15,El Valor Corporation,1850 W 21st St, ,Chicago,IL,60608,2715,Cook County,(773) 721-9311,(312)666-4511,41.7286,-87.5492
El Valor Corporation-Power Daycare,,725 W 123rd St,,Chicago,IL,60628,6448,Cook County,,(773) 568-5794,,05CH012050,15,El Valor Corporation,1850 W 21st St, ,Chicago,IL,60608,2715,Cook County,(773) 568-5794,(312)666-4511,41.6705,-87.6403
El Valor Corporation-Kiddy Kare Site 1,,4444 S Kedzie Ave,,Chicago,IL,60632,2815,Cook County,,(773) 376-5622,,05CH012050,15,El Valor Corporation,1850 W 21st St, ,Chicago,IL,60608,2715,Cook County,(773) 376-5622,(312)666-4511,41.8122,-87.7044
Northwestern University Settlement House,,1400 W Augusta Blvd,,Chicago,IL,60642,3939,Cook County,,(773) 278-7471,,05CH012050,16,Northwestern University Settlement House,1400 W Augusta Blvd, ,Chicago,IL,60642,3939,Cook County,(773) 278-7471,(773)969-5506,41.8998,-87.6625
Mary Crane League - Little Achievers Learning Center,,3801 W Diversey Ave,,Chicago,IL,60647,1019,Cook County,,(773) 276-1600,,05CH012050,17,Mary Crane League,4006 W Lake St, ,Chicago,IL,60624,1839,Cook County,(773) 276-1600,(773)242-2860,41.9317,-87.7222
Mary Crane League - Mary Crane Center (Lake and Pulaski),,316 N Pulaski Rd,,Chicago,IL,60624,1810,Cook County,,(773) 265-5954,,05CH012050,17,Mary Crane League,4006 W Lake St, ,Chicago,IL,60624,1839,Cook County,(773) 265-5954,(773)242-2860,41.886,-87.726
Mary Crane League - Mary Crane Center (Morse),,1545 W Morse Ave,,Chicago,IL,60626,3306,Cook County,,(773) 262-1390,,05CH012050,17,Mary Crane League,4006 W Lake St, ,Chicago,IL,60624,1839,Cook County,(773) 262-1390,(773)242-2860,42.0078,-87.6691
Mary Crane League - Mary Crane Center (Molade Child Dev.),,1120 N Lamon Ave,,Chicago,IL,60651,3103,Cook County,,(773) 287-7365,,05CH012050,17,Mary Crane League,4006 W Lake St, ,Chicago,IL,60624,1839,Cook County,(773) 287-7365,(773)242-2860,41.9007,-87.7484
Mary Crane League - Archdiocese-St. Ethelreda,,8734 S Paulina St,,Chicago,IL,60620,4815,Cook County,,(773) 238-1757,,05CH012050,17,Mary Crane League,4006 W Lake St, ,Chicago,IL,60624,1839,Cook County,(773) 238-1757,(773)242-2860,41.7347,-87.6655
Mary Crane League - Little Kids Village Learning II,,2656 W 71st St,,Chicago,IL,60629,2053,Cook County,,(773) 776-4753,,05CH012050,17,Mary Crane League,4006 W Lake St, ,Chicago,IL,60624,1839,Cook County,(773) 776-4753,(773)242-2860,41.7648,-87.6904
Board of Trustees - City Colleges of Chicago-Malcolm X College Child Development Center,,1900 W Jackson Blvd,,Chicago,IL,60612,-1,Cook County,,(312) 850-7176,,05CH012050,19,City Colleges of Chicago,226 W Jackson Blvd, ,Chicago,IL,60606,6959,Cook County,(312) 850-7176,(312)553-2856,41.8778,-87.6746
Board of Trustees - City Colleges of Chicago-Kennedy-King College,,710 W 65th St,Bldg Z,Chicago,IL,60621,1949,Cook County,,(773) 602-5481,,05CH012050,19,City Colleges of Chicago,226 W Jackson Blvd, ,Chicago,IL,60606,6959,Cook County,(773) 602-5481,(312)553-2856,41.7761,-87.6429
Board of Trustees - City Colleges of Chicago-Olive-Harvey College,,10001 S Woodlawn Ave,,Chicago,IL,60628,1645,Cook County,,(773) 291-6317,,05CH012050,19,City Colleges of Chicago,226 W Jackson Blvd, ,Chicago,IL,60606,6959,Cook County,(773) 291-6317,(312)553-2856,41.7141,-87.5904
Montessori School of Englewood-The Montessori School of Englewood,,6936 S Hermitage Ave,,Chicago,IL,60636,3333,Cook County,,(773) 535-9255,,05CH012050,27,The Montessori School of Englewood,6550 S Seeley Ave,Annex Bldg,Chicago,IL,60636,2500,Cook County,(773) 535-9255,(773)808-1921,41.7678,-87.6676
Shining Star Youth and Community Services-Shining Star #2,,854 E 79th St,,Chicago,IL,60619,3112,Cook County,,(773) 488-7827,,05CH012050,28,Shining Star Youth and Community Services,9204 S Commercial Ave,Ste 200,Chicago,IL,60617,2197,Cook County,(773) 488-7827,(773)734-7827,41.7513,-87.6035
Shining Star Youth and Community Services-Shining Star #1,,3012 E 92nd St,,Chicago,IL,60617,4501,Cook County,,(773) 978-7827,,05CH012050,28,Shining Star Youth and Community Services,9204 S Commercial Ave,Ste 200,Chicago,IL,60617,2197,Cook County,(773) 978-7827,(773)734-7827,41.7283,-87.5505
Shining Star Youth and Community Services-Shining Star #4,,10540 S Ewing Ave,,Chicago,IL,60617,6219,Cook County,,(773) 768-7827,,05CH012050,28,Shining Star Youth and Community Services,9204 S Commercial Ave,Ste 200,Chicago,IL,60617,2197,Cook County,(773) 768-7827,(773)734-7827,41.7034,-87.5356
Shining Star Youth and Community Services-Shining Star #3,,338 E 103rd St,,Chicago,IL,60628,2857,Cook County,,(773) 450-7827,,05CH012050,28,Shining Star Youth and Community Services,9204 S Commercial Ave,Ste 200,Chicago,IL,60617,2197,Cook County,(773) 450-7827,(773)734-7827,41.7076,-87.6146
Kimball Day Care - Kimball Day Care,,1636 N Kimball Ave,,Chicago,IL,60647,4804,Cook County,,(773) 235-7200,,05CH012050,39,Kimball Daycare,1636 N Kimball Ave,# 38,Chicago,IL,60647,4804,Cook County,(773) 235-7200,,41.9112,-87.7121
Kimball Day Care - Diversey Day Care,,3155 W Diversey Ave,,Chicago,IL,60647,1557,Cook County,,(773) 342-7777,,05CH012050,39,Kimball Daycare,1636 N Kimball Ave,# 38,Chicago,IL,60647,4804,Cook County,(773) 342-7777,,41.9318,-87.7072
Kimball Day Care - North Star Child Development Center,,4341 W North Ave,,Chicago,IL,60639,4854,Cook County,,(773) 252-9200,,05CH012050,39,Kimball Daycare,1636 N Kimball Ave,# 38,Chicago,IL,60647,4804,Cook County,(773) 252-9200,,41.9094,-87.7354
Hurlock Head Start Center,,6210 Shiloh Church Hurlock Rd,,Hurlock,MD,21643,3933,Dorchester County,,(410) 749-1142,,03CH012083,0,"Shore Up, Inc",520 Snow Hill Rd, ,Salisbury,MD,21804,6031,Wicomico County,(410) 749-1142,(410)749-1142 - 1045,38.6237,-75.8608
Berlin Child Development Center,,130 Flower St,,Berlin,MD,21811,1349,Worcester County,,(410) 641-0553,,03CH012083,0,"Shore Up, Inc",520 Snow Hill Rd, ,Salisbury,MD,21804,6031,Wicomico County,(410) 641-0553,(410)749-1142 - 1045,38.3257,-75.2091
Snow Hill Child Development Center,,6352 Worcester Hwy,,Newark,MD,21841,2226,Worcester County,,(410) 632-3624,,03CH012083,0,"Shore Up, Inc",520 Snow Hill Rd, ,Salisbury,MD,21804,6031,Wicomico County,(410) 632-3624,(410)749-1142 - 1045,38.2261,-75.3417
St. Clair Head Start Center,,824 Fairmount Ave,,Cambridge,MD,21613,2113,Dorchester County,,(410) 749-1142,,03CH012083,0,"Shore Up, Inc",520 Snow Hill Rd, ,Salisbury,MD,21804,6031,Wicomico County,(410) 749-1142,(410)749-1142 - 1045,38.5682,-76.0849
Princess Anne Child Development Center,,12459 Independence Ct,,Princess Anne,MD,21853,3018,Somerset County,,(410) 651-1159,,03CH012083,0,"Shore Up, Inc",520 Snow Hill Rd, ,Salisbury,MD,21804,6031,Wicomico County,(410) 651-1159,(410)749-1142 - 1045,38.2226,-75.6914
Eden Child Development Center,,30842 Eden Allen Rd,,Eden,MD,21822,2272,Somerset County,,(410) 749-1142,,03CH012083,0,"Shore Up, Inc",520 Snow Hill Rd, ,Salisbury,MD,21804,6031,Wicomico County,(410) 749-1142,(410)749-1142 - 1045,38.2825,-75.6812
Scottdale Early Care & Education Center,,501 S Broadway St,,Scottdale,PA,15683,2120,Westmoreland County,,(724) 220-1309,,03CH012069,0,"Seton Hill Child Services, Inc.",105 Hartman Rd,Ste 204,Greensburg,PA,15601,8558,Westmoreland County,(724) 220-1309,,40.0957,-79.5911
Greensburg Early Care and Education Center,,535 Taylor St,,Greensburg,PA,15601,4487,Westmoreland County,,(724) 836-4510,,03CH012069,0,"Seton Hill Child Services, Inc.",105 Hartman Rd,Ste 204,Greensburg,PA,15601,8558,Westmoreland County,(724) 836-4510,,40.2949,-79.5392
New Kensington Early Care and Education Center,,1129 Leishman Ave,,New Kensington,PA,15068,5604,Westmoreland County,,(724) 335-4311,,03CH012069,0,"Seton Hill Child Services, Inc.",105 Hartman Rd,Ste 204,Greensburg,PA,15601,8558,Westmoreland County,(724) 335-4311,,40.5694,-79.7629
Irwin Early Care and Education Center,,502 Main St,,Irwin,PA,15642,3405,Westmoreland County,,(724) 864-0700,,03CH012069,0,"Seton Hill Child Services, Inc.",105 Hartman Rd,Ste 204,Greensburg,PA,15601,8558,Westmoreland County,(724) 864-0700,,40.3307,-79.7116
Jeannette Early Care and Education Center,,320 N 7th St,,Jeannette,PA,15644,1706,Westmoreland County,,(724) 527-3923,,03CH012069,0,"Seton Hill Child Services, Inc.",105 Hartman Rd,Ste 204,Greensburg,PA,15601,8558,Westmoreland County,(724) 527-3923,,40.332,-79.6165
Aston,,100 Crozerville Rd,,Aston,PA,19014,1444,Delaware County,,(610) 938-9000,,03CH012070,0,Delaware County Intermediate Unit,200 Yale Ave, ,Morton,PA,19070,1918,Delaware County,(610) 938-9000,(610)938-9000 - 2208,39.8821,-75.4539
Head Start at CTE Folcroft,,701 Henderson Blvd N,,Folcroft,PA,19032,1906,Delaware County,,(610) 583-7620,,03CH012070,0,Delaware County Intermediate Unit,200 Yale Ave, ,Morton,PA,19070,1918,Delaware County,(610) 583-7620,(610)938-9000 - 2208,39.8919,-75.2795
Sharon Hill Early Childhood Learning Center,,1016 School St,,Sharon Hill,PA,19079,1521,Delaware County,,(610) 938-2845,,03CH012070,0,Delaware County Intermediate Unit,200 Yale Ave, ,Morton,PA,19070,1918,Delaware County,(610) 938-2845,(610)938-9000 - 2208,39.9068,-75.2707
"Madison ""D""",,200 E 5th St,,Chester,PA,19013,4510,Delaware County,,(610) 938-9399,,03CH012070,0,Delaware County Intermediate Unit,200 Yale Ave, ,Morton,PA,19070,1918,Delaware County,(610) 938-9399,(610)938-9000 - 2208,39.8495,-75.3579
Chester Township Regional,,2730 Bethel Rd,,Chester,PA,19013,1402,Delaware County,,(610) 494-0467,,03CH012070,0,Delaware County Intermediate Unit,200 Yale Ave, ,Morton,PA,19070,1918,Delaware County,(610) 494-0467,(610)938-9000 - 2208,39.8444,-75.4011
Madison D2,,102 E 5th St,,Chester,PA,19013,4508,Delaware County,,(610) 938-9399,,03CH012070,0,Delaware County Intermediate Unit,200 Yale Ave, ,Morton,PA,19070,1918,Delaware County,(610) 938-9399,(610)938-9000 - 2208,39.8493,-75.3584
South Scranton 1 & 3,,1831 Pittston Ave,,Scranton,PA,18505,1651,Lackawanna County,,(570) 343-4712,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 343-4712,(570)963-6633,41.3883,-75.6768
Keystone College,,1 College Grn,,La Plume,PA,18440,1000,Lackawanna County,,(570) 945-8260,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 945-8260,(570)963-6633,41.559,-75.7774
Wallenpaupack North and EHS Wayne & Hawley,,500 Academy St,Bldg A,Hawley,PA,18428,1400,Pike County,,(570) 251-3171,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 251-3171,(570)963-6633,41.4753,-75.176
Carbondale School District,,103 Brooklyn St,,Carbondale,PA,18407,2207,Lackawanna County,,(570) 282-5656,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 282-5656,(570)963-6633,41.568,-75.5149
Mid Valley,,641 Simpson St,,Throop,PA,18512,1335,Lackawanna County,,(570) 383-2774,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 383-2774,(570)963-6633,41.4438,-75.6178
Carbondale YMCA,,82 N Main St,,Carbondale,PA,18407,1914,Lackawanna County,,(570) 282-2210,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 282-2210,(570)963-6633,41.5747,-75.4997
Sunshine Station,,476 Route 6,,Milford,PA,18337,-1,Pike County,,(570) 296-7241,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 296-7241,(570)963-6633,41.3358,-74.7755
Greenwood,,3357 Greenwood Ave,,Moosic,PA,18507,1724,Lackawanna County,,(570) 344-2169,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 344-2169,(570)963-6633,41.373,-75.6971
Bushkill Elementary,,131 N School Dr,,Dingmans Ferry,PA,18328,7776,Pike County,,(570) 309-7964,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 309-7964,(570)963-6633,41.1705,-75.0212
West Scranton 1 & 2,,1311 W Locust St,,Scranton,PA,18504,2109,Lackawanna County,,(570) 344-2719,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 344-2719,(570)963-6633,41.4058,-75.6911
North Scranton - CTC,,3201 Rockwell Ave,,Scranton,PA,18508,1475,Lackawanna County,,(570) 963-1062,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 963-1062,(570)963-6633,41.4532,-75.6524
Mid-Valley School District,,50 Underwood Rd,,Throop,PA,18512,1196,Lackawanna County,,(570) 307-3103,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 307-3103,(570)963-6633,41.4441,-75.6082
Elk Lake,,2380 Elk Lake School Rd,,Springville,PA,18844,7710,Susquehanna County,,(570) 278-3953,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 278-3953,(570)963-6633,41.7384,-75.9562
Taylor Hill,,100 Schlager Street,,Taylor,PA,18517,-1,Lackawanna County,,(570) 347-8986,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 347-8986,(570)963-6633,41.3941,-75.6951
Wallenpaupack South,,989 Main St,,Newfoundland,PA,18445,5212,Wayne County,,(570) 226-4557,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 226-4557,(570)963-6633,41.309,-75.3204
Valley View Terrace,,950 Pear St,,Scranton,PA,18505,3777,Lackawanna County,,(570) 344-7046,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 344-7046,(570)963-6633,41.3855,-75.6685
Pike CDD,,101 Pocono Dr,Ste 2,Milford,PA,18337,9408,Pike County,,(570) 296-3992,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 296-3992,(570)963-6633,41.3341,-74.7807
Central City,,637 Madison Ave,,Scranton,PA,18510,1606,Lackawanna County,,(570) 342-0810,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 342-0810,(570)963-6633,41.4115,-75.654
Honesdale,,329 Cliff St,,Honesdale,PA,18431,2102,Wayne County,,(570) 253-0496,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 253-0496,(570)963-6633,41.575,-75.2449
New Milford,,54 Church St,,New Milford,PA,18834,7793,Susquehanna County,,(570) 465-7570,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 465-7570,(570)963-6633,41.873,-75.7252
Dunmore,,1414 Monroe Ave,Dunmore Community Center,Dunmore,PA,18509,2411,Lackawanna County,,(570) 207-2981,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 207-2981,(570)963-6633,41.4198,-75.6421
Scranton Pre K Center,,312 William St,,Scranton,PA,18508,2760,Lackawanna County,,(570) 983-7507,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 983-7507,(570)963-6633,41.4406,-75.6577
Jermyn,,5 Henry Drive,,Jermyn,PA,18433,-1,Lackawanna County,,(570) 876-4451,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 876-4451,(570)963-6633,41.5277,-75.5553
North Pocono,,97 Bochicchio Blvd,North Pocono High School,Covington Township,PA,18444,6695,Lackawanna County,,(570) 795-0011,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 795-0011,(570)963-6633,41.3095,-75.508
South Scranton 4 & 5,,531 Cedar Ave,,Scranton,PA,18505,1107,Lackawanna County,,(570) 961-2551,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 961-2551,(570)963-6633,41.4005,-75.6667
South Scranton 2,,136 Belvedere Dr,,Scranton,PA,18505,3652,Lackawanna County,,(570) 343-9555,,03CH012082,0,"SLHDA, Inc. Head Start",123 Wyoming Ave,Ste 311,Scranton,PA,18503,2030,Lackawanna County,(570) 343-9555,(570)963-6633,41.3802,-75.6788
West Chester Head Start,,540 E Union St,Ste B,West Chester,PA,19382,3903,Chester County,,(610) 431-2083,,03CH012084,0,Chester County Intermediate Unit,455 Boot Rd, ,Downingtown,PA,19335,3043,Chester County,(610) 431-2083,(610)383-6800,39.9601,-75.5943
Oxford Head Start,,602 Garfield St,,Oxford,PA,19363,1809,Chester County,,(610) 932-1166,,03CH012084,0,Chester County Intermediate Unit,455 Boot Rd, ,Downingtown,PA,19335,3043,Chester County,(610) 932-1166,(610)383-6800,39.7788,-75.9713
Kennett Square Head Start,,380 W Cedar St,,Kennett Square,PA,19348,3247,Chester County,,(610) 444-2880,,03CH012084,0,Chester County Intermediate Unit,455 Boot Rd, ,Downingtown,PA,19335,3043,Chester County,(610) 444-2880,(610)383-6800,39.8416,-75.7148
Phoenixville Head Start,,1580 Charlestown Rd,Tchs-Pickering,Phoenixville,PA,19460,2371,Chester County,,(610) 933-3763,,03CH012084,0,Chester County Intermediate Unit,455 Boot Rd, ,Downingtown,PA,19335,3043,Chester County,(610) 933-3763,(610)383-6800,40.1182,-75.5404
Coatesville Head Start,,351 Kersey St,,Coatesville,PA,19320,3469,Chester County,,(610) 383-6800,,03CH012084,0,Chester County Intermediate Unit,455 Boot Rd, ,Downingtown,PA,19335,3043,Chester County,(610) 383-6800,(610)383-6800,39.9825,-75.8179
Octorara Head Start,,104 Highland Rd,,Atglen,PA,19310,1640,Chester County,,(610) 593-8242,,03CH012084,0,Chester County Intermediate Unit,455 Boot Rd, ,Downingtown,PA,19335,3043,Chester County,(610) 593-8242,(610)383-6800,39.9292,-75.9419
JAFSC West Jasper,,1400 19th St W,,Jasper,AL,35501,5171,Walker County,,(205) 302-0801,,04CH012097,0,"The Jasper Area Family Services Center, Inc.",1400 19th St W, ,Jasper,AL,35501,5171,Walker County,(205) 302-0801,(205)302-0801,33.8327,-87.2924
East Walker,,23 Austin Cir,,Dora,AL,35062,4751,Jefferson County,,(205) 302-0801,,04CH012097,0,"The Jasper Area Family Services Center, Inc.",1400 19th St W, ,Jasper,AL,35501,5171,Walker County,(205) 302-0801,(205)302-0801,33.7266,-87.0878
North Walker,,5640 Smith Lake Dam Rd,,Jasper,AL,35504,4144,Walker County,,(205) 205-0801,,04CH012097,0,"The Jasper Area Family Services Center, Inc.",1400 19th St W, ,Jasper,AL,35501,5171,Walker County,(205) 205-0801,(205)302-0801,33.9534,-87.1472
SW Walker Parrish,,35 Tornado Aly,,Parrish,AL,35580,5001,Walker County,,(205) 205-0801,,04CH012097,0,"The Jasper Area Family Services Center, Inc.",1400 19th St W, ,Jasper,AL,35501,5171,Walker County,(205) 205-0801,(205)302-0801,33.7307,-87.2844
